version,feature,in_clean_source,in_df_engineered,used_in_model,status,reason
V4,age,True,False,True,USED,model input feature
V4,age_group_25,False,True,True,USED,model input feature
V4,age_group_26_35,False,True,True,USED,model input feature
V4,age_group_36_45,False,True,True,USED,model input feature
V4,age_group_46_55,False,True,True,USED,model input feature
V4,age_group_56_,False,True,True,USED,model input feature
V4,avg_delivery_days,True,False,True,USED,model input feature
V4,brand_AromaX,False,True,True,USED,model input feature
V4,brand_BlendIt,False,True,True,USED,model input feature
V4,brand_BoomBox,False,True,True,USED,model input feature
V4,brand_CookEasy,False,True,True,USED,model input feature
V4,brand_DenimCo,False,True,True,USED,model input feature
V4,brand_GlowDrink,False,True,True,USED,model input feature
V4,brand_GlowUp,False,True,True,USED,model input feature
V4,brand_HomePro,False,True,True,USED,model input feature
V4,brand_MuscleFuel,False,True,True,USED,model input feature
V4,brand_OmegaPlus,False,True,True,USED,model input feature
V4,brand_PureAir,False,True,True,USED,model input feature
V4,brand_RunFast,False,True,True,USED,model input feature
V4,brand_ShieldCase,False,True,True,USED,model input feature
V4,brand_SilkTouch,False,True,True,USED,model input feature
V4,brand_SkinLab,False,True,True,USED,model input feature
V4,brand_SoundMax,False,True,True,USED,model input feature
V4,brand_SunSafe,False,True,True,USED,model input feature
V4,brand_TimeX,False,True,True,USED,model input feature
V4,brand_UniStyle,False,True,True,USED,model input feature
V4,brand_VitaBoost,False,True,True,USED,model input feature
V4,brand_orders_before,False,False,True,USED,model input feature
V4,brand_return_rate_pti,False,False,True,USED,model input feature
V4,brand_returns_before,False,False,True,USED,model input feature
V4,campaign_discount_pct,True,False,True,USED,model input feature
V4,cat_orders_before,False,False,True,USED,model input feature
V4,cat_return_rate_pti,False,False,True,USED,model input feature
V4,cat_returns_before,False,False,True,USED,model input feature
V4,category_Cosmetics,False,True,True,USED,model input feature
V4,category_Electronics,False,True,True,USED,model input feature
V4,category_Fashion,False,True,True,USED,model input feature
V4,category_Home_Appliance,False,True,True,USED,model input feature
V4,category_Supplement,False,True,True,USED,model input feature
V4,category_channel_Cosmetics_Mobile_App,False,True,True,USED,model input feature
V4,category_channel_Cosmetics_Shopee,False,True,True,USED,model input feature
V4,category_channel_Cosmetics_TV_Show,False,True,True,USED,model input feature
V4,category_channel_Cosmetics_TikTok,False,True,True,USED,model input feature
V4,category_channel_Electronics_Mobile_App,False,True,True,USED,model input feature
V4,category_channel_Electronics_Shopee,False,True,True,USED,model input feature
V4,category_channel_Electronics_TV_Show,False,True,True,USED,model input feature
V4,category_channel_Electronics_TikTok,False,True,True,USED,model input feature
V4,category_channel_Fashion_Mobile_App,False,True,True,USED,model input feature
V4,category_channel_Fashion_Shopee,False,True,True,USED,model input feature
V4,category_channel_Fashion_TV_Show,False,True,True,USED,model input feature
V4,category_channel_Fashion_TikTok,False,True,True,USED,model input feature
V4,category_channel_Home_Appliance_Mobile_App,False,True,True,USED,model input feature
V4,category_channel_Home_Appliance_Shopee,False,True,True,USED,model input feature
V4,category_channel_Home_Appliance_TV_Show,False,True,True,USED,model input feature
V4,category_channel_Home_Appliance_TikTok,False,True,True,USED,model input feature
V4,category_channel_Supplement_Mobile_App,False,True,True,USED,model input feature
V4,category_channel_Supplement_Shopee,False,True,True,USED,model input feature
V4,category_channel_Supplement_TV_Show,False,True,True,USED,model input feature
V4,category_channel_Supplement_TikTok,False,True,True,USED,model input feature
V4,category_payment_Cosmetics_Bank_Transfer,False,True,True,USED,model input feature
V4,category_payment_Cosmetics_COD,False,True,True,USED,model input feature
V4,category_payment_Cosmetics_Credit_Card,False,True,True,USED,model input feature
V4,category_payment_Electronics_Bank_Transfer,False,True,True,USED,model input feature
V4,category_payment_Electronics_COD,False,True,True,USED,model input feature
V4,category_payment_Electronics_Credit_Card,False,True,True,USED,model input feature
V4,category_payment_Fashion_Bank_Transfer,False,True,True,USED,model input feature
V4,category_payment_Fashion_COD,False,True,True,USED,model input feature
V4,category_payment_Fashion_Credit_Card,False,True,True,USED,model input feature
V4,category_payment_Home_Appliance_Bank_Transfer,False,True,True,USED,model input feature
V4,category_payment_Home_Appliance_COD,False,True,True,USED,model input feature
V4,category_payment_Home_Appliance_Credit_Card,False,True,True,USED,model input feature
V4,category_payment_Supplement_Bank_Transfer,False,True,True,USED,model input feature
V4,category_payment_Supplement_COD,False,True,True,USED,model input feature
V4,category_payment_Supplement_Credit_Card,False,True,True,USED,model input feature
V4,channel_orders_before,False,False,True,USED,model input feature
V4,channel_return_rate_pti,False,False,True,USED,model input feature
V4,channel_returns_before,False,False,True,USED,model input feature
V4,channel_type_Mobile_App,False,True,True,USED,model input feature
V4,channel_type_Shopee,False,True,True,USED,model input feature
V4,channel_type_TV_Show,False,True,True,USED,model input feature
V4,channel_type_TikTok,False,True,True,USED,model input feature
V4,courier_name_EcoDelivery,False,True,True,USED,model input feature
V4,courier_name_FastShip,False,True,True,USED,model input feature
V4,courier_name_SafeLogistics,False,True,True,USED,model input feature
V4,courier_orders_before,False,False,True,USED,model input feature
V4,courier_return_rate_pti,False,False,True,USED,model input feature
V4,courier_returns_before,False,False,True,USED,model input feature
V4,courier_type_Eco,False,True,True,USED,model input feature
V4,courier_type_Express,False,True,True,USED,model input feature
V4,courier_type_Standard,False,True,True,USED,model input feature
V4,coverage_region_Bangkok_Only,False,True,True,USED,model input feature
V4,coverage_region_Nationwide,False,True,True,USED,model input feature
V4,cust_orders_before,False,False,True,USED,model input feature
V4,cust_return_rate_pti,False,False,True,USED,model input feature
V4,cust_returns_before,False,False,True,USED,model input feature
V4,customer_age_days,True,False,True,USED,model input feature
V4,customer_tenure_months,False,False,True,USED,model input feature
V4,damage_rate,True,False,True,USED,model input feature
V4,days_since_last_order,True,False,True,USED,model input feature
V4,delivery_time_expected_days,True,False,True,USED,model input feature
V4,discount_amount_ratio,False,False,True,USED,model input feature
V4,discount_applied_amount,True,False,True,USED,model input feature
V4,gender_Female,False,False,True,USED,model input feature
V4,gender_Male,False,False,True,USED,model input feature
V4,gender_Other,False,False,True,USED,model input feature
V4,hist_order_count,True,False,True,USED,model input feature
V4,hist_return_rate,True,False,True,USED,model input feature
V4,is_cod,False,False,True,USED,model input feature
V4,is_fragile,True,False,True,USED,model input feature
V4,is_high_discount,False,False,True,USED,model input feature
V4,is_repurchased_item,True,False,True,USED,model input feature
V4,is_weekend,False,False,True,USED,model input feature
V4,log_total_amount,False,False,True,USED,model input feature
V4,log_unit_price,False,False,True,USED,model input feature
V4,low_rating_alert,False,False,True,USED,model input feature
V4,membership_tier_Bronze,False,False,True,USED,model input feature
V4,membership_tier_Gold,False,False,True,USED,model input feature
V4,membership_tier_Platinum,False,False,True,USED,model input feature
V4,membership_tier_Silver,False,False,True,USED,model input feature
V4,order_dayofweek,False,False,True,USED,model input feature
V4,order_hour,True,False,True,USED,model input feature
V4,order_month,False,False,True,USED,model input feature
V4,pay_orders_before,False,False,True,USED,model input feature
V4,pay_return_rate_pti,False,False,True,USED,model input feature
V4,pay_returns_before,False,False,True,USED,model input feature
V4,payment_method_Bank_Transfer,False,True,True,USED,model input feature
V4,payment_method_COD,False,True,True,USED,model input feature
V4,payment_method_Credit_Card,False,True,True,USED,model input feature
V4,preferred_channel_App,False,True,True,USED,model input feature
V4,preferred_channel_LINE,False,True,True,USED,model input feature
V4,preferred_channel_TV,False,True,True,USED,model input feature
V4,preferred_channel_Web,False,True,True,USED,model input feature
V4,product_rating,True,False,True,USED,model input feature
V4,promo_discount_rate,True,False,True,USED,model input feature
V4,promo_name_New_Year_Mega_Sale,False,True,True,USED,model input feature
V4,promo_name_No_Promotion,False,True,True,USED,model input feature
V4,promo_name_Summer_Fashion_Week,False,True,True,USED,model input feature
V4,promo_name_Tech_Gadget_Fest,False,True,True,USED,model input feature
V4,promo_type_Campaign,False,True,True,USED,model input feature
V4,promo_type_No_Promotion,False,True,True,USED,model input feature
V4,province_Bangkok,False,True,True,USED,model input feature
V4,province_Chiang_Mai,False,True,True,USED,model input feature
V4,province_Chonburi,False,True,True,USED,model input feature
V4,province_Khon_Kaen,False,True,True,USED,model input feature
V4,province_Nonthaburi,False,True,True,USED,model input feature
V4,province_Phuket,False,True,True,USED,model input feature
V4,province_Remote_Area,False,True,True,USED,model input feature
V4,province_Songkhla,False,True,True,USED,model input feature
V4,province_orders_before,False,False,True,USED,model input feature
